1060115,2,1,1,-1,1,-1,2,1.8956
1060114,2,1,1,-1,1,-1,2,2.5328
1060102,2,1,1,-1,1,-1,2,1.8888
1060122,2,1,1,-1,1,-1,2,6.8231
1060112,2,1,1,-1,1,-1,2,1.5714
1060107,2,1,1,-1,1,-1,2,2.2516
1060117,2,1,1,-1,1,-1,2,1.721
1060105,2,1,1,-1,1,-1,2,2.7777
1060108,2,1,1,-1,1,-1,2,2.3174
1060119,2,1,1,-1,1,-1,2,2.941
1060104,2,1,1,-1,1,-1,2,3.1088
1030111,2,1,1,-1,1,-1,3,2.408
1030115,2,1,1,-1,1,-1,3,3.1835
1030112,2,1,1,-1,1,-1,3,2.7708
1030117,2,1,1,-1,1,-1,3,2.2334
1030105,2,1,1,-1,1,-1,3,2.6234
1030106,2,1,1,-1,1,-1,3,3.1041
1030110,2,1,1,-1,1,-1,3,2.4034
1030108,2,1,1,-1,1,-1,3,3.1019
1030119,2,1,1,-1,1,-1,3,2.5078
1030101,2,1,1,-1,1,-1,3,5.6325
1050102,2,1,1,-1,1,-1,4,3.3251
1050112,2,1,1,-1,1,-1,4,2.6251
1050111,2,1,1,-1,1,-1,4,2.9189
1050115,2,1,1,-1,1,-1,4,2.4939
1050107,2,1,1,-1,1,-1,4,3.2189
1050120,2,1,1,-1,1,-1,4,2.6564
1050103,2,1,1,-1,1,-1,4,3.1314
1050108,2,1,1,-1,1,-1,4,2.6439
1050104,2,1,1,-1,1,-1,4,2.7564
1050116,2,1,1,-1,1,-1,4,2.5251
131011405,2,1,4,14,-1,-1,2,2.2358
131011433,2,1,4,14,-1,-1,2,1.4897
131011438,2,1,4,14,-1,-1,2,1.6485
131011435,2,1,4,14,-1,-1,2,1.6099
131011443,2,1,4,14,-1,-1,2,1.3718
131011408,2,1,4,14,-1,-1,2,2.4489
131011428,2,1,4,14,-1,-1,2,1.5827
131011451,2,1,4,14,-1,-1,2,1.6507
131011429,2,1,4,14,-1,-1,2,1.5986
131011417,2,1,4,14,-1,-1,2,1.4126
131011444,2,1,4,14,-1,-1,2,1.4489
131011421,2,1,4,14,-1,-1,2,1.4512
131011445,2,1,4,14,-1,-1,2,1.6099
131011409,2,1,4,14,-1,-1,2,2.4897
131011418,2,1,4,14,-1,-1,2,2.0884
131011441,2,1,4,14,-1,-1,2,1.5305
131011402,2,1,4,14,-1,-1,2,2.0135
131011413,2,1,4,14,-1,-1,2,1.4466
131011420,2,1,4,14,-1,-1,2,1.2494
131011410,2,1,4,14,-1,-1,2,1.2834
131011448,2,1,4,14,-1,-1,2,1.0498
131011404,2,1,4,14,-1,-1,2,2.78
131011401,2,1,4,14,-1,-1,2,2.0498
130011431,2,1,4,14,-1,-1,3,1.8888
130011435,2,1,4,14,-1,-1,3,1.3741
130011441,2,1,4,14,-1,-1,3,1.3695
130011408,2,1,4,14,-1,-1,3,2.4897
130011412,2,1,4,14,-1,-1,3,1.4512
130011432,2,1,4,14,-1,-1,3,1.492
130011428,2,1,4,14,-1,-1,3,1.6099
130011417,2,1,4,14,-1,-1,3,2.0906
130011442,2,1,4,14,-1,-1,3,1.4512
130011443,2,1,4,14,-1,-1,3,1.6099
130011418,2,1,4,14,-1,-1,3,1.7006
130011436,2,1,4,14,-1,-1,3,1.2924
130011413,2,1,4,14,-1,-1,3,1.458
130011425,2,1,4,14,-1,-1,3,1.2108
130011424,2,1,4,14,-1,-1,3,1.1927
130011420,2,1,4,14,-1,-1,3,1.4625
130011404,2,1,4,14,-1,-1,3,2.78
130011401,2,1,4,14,-1,-1,3,2.0566
130011445,2,1,4,14,-1,-1,3,1.4852
132011430,2,1,4,14,-1,-1,4,1.8939
132011427,2,1,4,14,-1,-1,4,1.5751
132011431,2,1,4,14,-1,-1,4,1.8876
132011433,2,1,4,14,-1,-1,4,1.1314
132011441,2,1,4,14,-1,-1,4,1.3689
132011408,2,1,4,14,-1,-1,4,2.4876
132011412,2,1,4,14,-1,-1,4,1.4501
132011428,2,1,4,14,-1,-1,4,1.6064
132011449,2,1,4,14,-1,-1,4,1.6501
132011447,2,1,4,14,-1,-1,4,0.8939
132011419,2,1,4,14,-1,-1,4,1.2501
132011416,2,1,4,14,-1,-1,4,1.3876
132011423,2,1,4,14,-1,-1,4,1.0876
132011421,2,1,4,14,-1,-1,4,1.4064
132011414,2,1,4,14,-1,-1,4,1.2064
132011418,2,1,4,14,-1,-1,4,1.6939
132011436,2,1,4,14,-1,-1,4,1.2876
132011415,2,1,4,14,-1,-1,4,1.1939
132011439,2,1,4,14,-1,-1,4,1.5314
132011402,2,1,4,14,-1,-1,4,2.0126
132011407,2,1,4,14,-1,-1,4,2.4501
132011420,2,1,4,14,-1,-1,4,1.4501
132011446,2,1,4,14,-1,-1,4,1.0251
132011404,2,1,4,14,-1,-1,4,2.7689
131012405,2,1,4,24,-1,-1,2,2.6961
131012419,2,1,4,24,-1,-1,2,1.2879
131012423,2,1,4,24,-1,-1,2,1.4897
131012433,2,1,4,24,-1,-1,2,3.4194
131012430,2,1,4,24,-1,-1,2,2.0952
131012446,2,1,4,24,-1,-1,2,1.6893
131012403,2,1,4,24,-1,-1,2,2.5305
131012427,2,1,4,24,-1,-1,2,1.7686
131012417,2,1,4,24,-1,-1,2,1.8888
131012421,2,1,4,24,-1,-1,2,1.5714
131012442,2,1,4,24,-1,-1,2,1.8163
131012409,2,1,4,24,-1,-1,2,1.0589
131012414,2,1,4,24,-1,-1,2,1.2562
131012406,2,1,4,24,-1,-1,2,2.2448
131012418,2,1,4,24,-1,-1,2,1.8525
131012435,2,1,4,24,-1,-1,2,1.4081
131012415,2,1,4,24,-1,-1,2,1.2017
131012439,2,1,4,24,-1,-1,2,3.8435
131012413,2,1,4,24,-1,-1,2,1.4897
131012425,2,1,4,24,-1,-1,2,4.2358
131012437,2,1,4,24,-1,-1,2,1.5623
131012422,2,1,4,24,-1,-1,2,1.3038
131012410,2,1,4,24,-1,-1,2,1.5283
131012440,2,1,4,24,-1,-1,2,1.8344
131012401,2,1,4,24,-1,-1,2,3.1246
131012447,2,1,4,24,-1,-1,2,1.3287
130012434,2,1,4,24,-1,-1,3,1.6076
130012439,2,1,4,24,-1,-1,3,1.5396
130012436,2,1,4,24,-1,-1,3,1.7709
130012442,2,1,4,24,-1,-1,3,1.8457
